2015-Mar-19 22:22:17,EnergyPlus Completed Successfully-- 5 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.17sec,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.tab,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.html,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.eio,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.svg,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.dxf,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.shd,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.audit,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.bnd,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.err,,
2015-Mar-19 22:24:53,EnergyPlus Completed Successfully-- 5 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.33sec,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerMeter.csv,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.tab,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.html,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.eio,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.svg,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.dxf,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.shd,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.audit,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.bnd,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.eso,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mtr,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.err,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.csv,
2015-Mar-19 22:25:38,EnergyPlus Completed Successfully-- 5 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.02sec,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerMeter.csv,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.tab,,C:\Users\LMH\Desktop\energy\1ZoneEvapCoolerTable.html,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mdd,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.eio,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.svg,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.dxf,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.shd,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.audit,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.bnd,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.eso,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.mtr,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.err,C:\Users\LMH\Desktop\energy\1ZoneEvapCooler.csv,
2015-Mar-19 22:32:28,EnergyPlus Completed Successfully-- 2 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  1.56sec,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.idf,C:\EnergyPlusV8-1-0\WeatherData\USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,C:\Users\LMH\Desktop\energy\VentilationSimpleTest,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTestMeter.csv,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTestTable.html,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.rdd,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mdd,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.eio,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.svg,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.dxf,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.shd,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.audit,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.bnd,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.eso,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mtr,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.err,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.csv,
2015-Mar-19 22:41:49,EnergyPlus Completed Successfully-- 6 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  1.47sec,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\energy\VentilationSimpleTest,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTestMeter.csv,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTestTable.html,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.rdd,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mdd,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.eio,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.svg,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.dxf,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.shd,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.audit,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.bnd,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.eso,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.mtr,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.err,C:\Users\LMH\Desktop\energy\VentilationSimpleTest.csv,
2015-Mar-20 10:50:42, EnergyPlus Terminated--Fatal Error Detected. 56 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  1.34sec,C:\Users\LMH\Desktop\JE+\elementABS_Template.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\JE+\elementABS_Template,,,,C:\Users\LMH\Desktop\JE+\elementABS_TemplateMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\JE+\elementABS_Template.eio,C:\Users\LMH\Desktop\JE+\elementABS_Template.svg,,C:\Users\LMH\Desktop\JE+\elementABS_Template.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\JE+\elementABS_Template.audit,C:\Users\LMH\Desktop\JE+\elementABS_Template.bnd,,,,C:\Users\LMH\Desktop\JE+\elementABS_Template.eso,C:\Users\LMH\Desktop\JE+\elementABS_Template.mtr,,,,C:\Users\LMH\Desktop\JE+\elementABS_Template.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\JE+\elementABS_Template.err,C:\Users\LMH\Desktop\JE+\elementABS_Template.csv,
2015-Mar-20 10:51:57,EnergyPlus Completed Successfully-- 196 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 57.97sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-Mar-20 13:52:46, EnergyPlus Terminated--Fatal Error Detected. 7 Warning; 1297 Severe Errors; Elapsed Time=00hr 00min  1.59sec,C:\Users\LMH\Desktop\YL\YL.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\YL\YL,,,,C:\Users\LMH\Desktop\YL\YLMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\YL\YL.eio,C:\Users\LMH\Desktop\YL\YL.svg,,C:\Users\LMH\Desktop\YL\YL.mtd,C:\Users\LMH\Desktop\YL\YLZsz.csv,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\YL\YL.shd,,C:\Users\LMH\Desktop\YL\YL.audit,C:\Users\LMH\Desktop\YL\YL.bnd,,,,C:\Users\LMH\Desktop\YL\YL.eso,C:\Users\LMH\Desktop\YL\YL.mtr,,,,C:\Users\LMH\Desktop\YL\YL.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\YL\YL.err,C:\Users\LMH\Desktop\YL\YL.csv,
2015-Mar-20 14:08:47,EnergyPlus Completed Successfully-- 4 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  1.05sec,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2Meter.csv,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2Table.html,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.rdd,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mdd,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.eio,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.svg,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.dxf,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.shd,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.audit,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.bnd,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.eso,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mtr,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.err,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.csv,
2015-Mar-20 14:39:30,EnergyPlus Completed Successfully-- 4 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  1.06sec,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2Meter.csv,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2Table.html,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.rdd,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mdd,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.eio,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.svg,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.dxf,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.shd,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.audit,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.bnd,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.eso,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.mtr,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.err,C:\Users\LMH\Desktop\1zone_win2\1ZoneUncontrolled_win_2.csv,
2015-Mar-26 21:35:23,EnergyPlus Completed Successfully-- 196 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 54.82sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-Mar-26 21:37:05,EnergyPlus Completed Successfully-- 190 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 54.94sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-Mar-26 21:38:47,EnergyPlus Completed Successfully-- 208 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 56.44sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-Apr-02 14:45:03,EnergyPlus Completed Successfully-- 208 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 53.32sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-Apr-25 20:37:49,EnergyPlus Completed Successfully-- 208 Warning; 2 Severe Errors; Elapsed Time=00hr 01min  7.54sec,C:\Users\LMH\Desktop\ABS\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\ABS\elementABS,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rdd,C:\Users\LMH\Desktop\ABS\elementABS.mdd,C:\Users\LMH\Desktop\ABS\elementABS.eio,C:\Users\LMH\Desktop\ABS\elementABS.svg,,C:\Users\LMH\Desktop\ABS\elementABS.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.shd,,C:\Users\LMH\Desktop\ABS\elementABS.audit,C:\Users\LMH\Desktop\ABS\elementABS.bnd,,,,C:\Users\LMH\Desktop\ABS\elementABS.eso,,,,,C:\Users\LMH\Desktop\ABS\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\ABS\elementABS.err,C:\Users\LMH\Desktop\ABS\elementABS.csv,
2015-May-13 22:44:06,EnergyPlus Completed Successfully-- 1616 Warning; 0 Severe Errors; Elapsed Time=00hr 01min  0.83sec,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Meter.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.html,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eio,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.svg,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.dxf,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Zsz.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Ssz.csv,,,,,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.shd,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.audit,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.bnd,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eso,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtr,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.err,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.csv,
2015-May-17 22:22:23,EnergyPlus Completed Successfully-- 1616 Warning; 0 Severe Errors; Elapsed Time=00hr 01min  0.72sec,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Meter.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.html,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eio,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.svg,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.dxf,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Zsz.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Ssz.csv,,,,,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.shd,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.audit,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.bnd,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eso,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtr,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.err,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.csv,
2015-May-17 22:27:59,EnergyPlus Completed Successfully-- 1617 Warning; 0 Severe Errors; Elapsed Time=00hr 01min  4.02sec,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.html,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eio,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.svg,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.dxf,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Zsz.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Ssz.csv,,,,,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.shd,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.audit,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.bnd,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eso,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.err,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.csv,
2015-May-20 01:50:17,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Table.html,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mdd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eio,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.svg,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.dxf,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.mtd,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Zsz.csv,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1Ssz.csv,,,,,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.shd,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.audit,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.bnd,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.eso,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.err,C:\Users\LMH\Desktop\sportCenter\sportCenter1\fixed-1.csv,
